1.389951000240768675e+00,1.289224405585506439e+00,9.376799361826138046e-01,7.467393074317490997e-01,1.631025035162920966e+00,1.923520990993776159e-01,1.208790043732056008e+00,-5.900301077363199198e-01,3.052643541417830453e-01,-1.855088741468084113e+00,8.510170156103732397e-01,5.170667818655770853e-01,1.210844156648337222e+00,-1.809719050860197020e+00,7.514639974044187154e-01,-1.395263046579461319e+00,1.919333314625194742e+00,-1.893663684868343244e+00,1.097353029382821310e+00,-2.217104030377078094e-01,-1.068974000795750223e+00,-2.891228682597825617e-01,8.637767364801204328e-01,3.130836114604866327e-01,2.164720152113035034e+00,-1.577003124919014176e+00,2.588981421010502215e-01,1.769445922506701852e+00,2.428267364659002947e+00,-2.078231875977992082e+00,-1.184842428110813417e+00,2.906534570033619813e-01,-1.336215105984391416e+00,-1.051686434173778384e+00,-2.277595007033943464e+00,-1.414471614097468688e+00,1.022533528612922016e+00,-1.770676733444168649e+00,-2.004864459549516642e+00,4.212740155338403625e-01,-1.354546337913982601e+00,-1.175843383722239954e+00,-1.235880304596066681e+00,1.988195515282905612e+00,5.035176577086600824e-01,-1.263500160729743360e+00,-9.473302065820199402e-01,1.979254503236115292e+00
1.733227817047011232e+00,1.311041647230254181e+00,3.436482196839230618e-01,-9.439655693459111374e-01,2.647744479772357273e+00,2.896588401980348060e+00,9.060261665848901025e-01,1.056475729453085100e+00,-2.949494673278255430e+00,3.979360949932357339e-01,-1.529443355802297067e+00,8.013059628065029305e-02,-1.639763688695570876e+00,-2.854642126166757610e+00,-1.558813347152927742e+00,2.888850444085205194e+00,-1.000709255593212443e+00,9.567519852866721575e-01,-3.633074559206913356e+00,-1.611722414508344192e+00,1.029089026849833832e+00,-7.238224166303593998e-01,-2.863341090880885176e+00,3.259294018324757847e+00,-1.144551721070777184e+00,1.243341167529359970e+00,-2.574619021615585979e+00,-2.700509209021151769e+00,-8.719798376909352333e-01,-1.896889973975442567e+00,2.464354597681185588e+00,-3.970907375779621495e-01,-3.514198912015943588e+00,-2.039971621569715676e+00,-1.289715874239463655e+00,-2.507191759250844143e+00,-1.793261682359819753e+00,-2.861909847175684085e+00,3.219589944451652030e+00,-2.574960728754635220e+00,-1.867029762814260474e+00,1.705325894511274143e+00,2.368157486756518715e+00,6.243295447177988899e-01,2.402663136187015880e+00,-2.297622603009898068e+00,-2.337819498885754577e+00,-5.956048097452003587e-01
-3.017827308821243282e+00,-2.925338936554168878e+00,5.779428489933033930e-01,-2.339030277054904960e+00,-5.331994217847834117e-01,-2.217915077402014656e+00,-4.972107047331708052e-01,2.097681792373996768e+00,-1.328996356002347001e+00,-2.762828918198835471e+00,-5.717744487578521051e-01,-1.566839542665834140e+00,2.318361232715604014e+00,-2.058741726756037949e+00,6.656895527171641236e-01,1.167323022172521707e+00,-3.076679955430040803e+00,7.442533284774224267e-01,8.117900264482886818e-01,-9.247303567334428376e-01,2.832414162432450588e-01,-1.083247296228302625e+00,1.632174846728692508e+00,5.664074128293317134e-02,1.379360659319762705e+00,-3.690057693381079584e+00,-3.762307244885823021e-01,2.389180043532977304e+00,-2.644312245327760547e+00,2.494040079105861007e+00,1.747352500392275187e+00,2.584835984488140226e-01,-1.037389446927014625e+00,-1.483974109270829622e+00,-6.484126280850076585e-01,-1.540484992636137918e+00,4.208348844601497163e-01,-2.222576957034867462e+00,2.402470636288740191e-01,1.599745184505288798e+00,1.163573668922411652e+00,1.911427204152522874e+00,4.606587320348256021e-01,2.841888612035317063e+00,-3.268869366162866275e+00,-1.021671940614918395e+00,-3.499979608650283236e-01,-2.857566436509103802e+00
-3.399295425885284216e-01,-5.929110067006856388e-01,2.057037291374109067e+00,-2.327188019868161373e+00,8.933482383758507561e-01,1.961803904179149738e+00,-4.050748823050543734e+00,-2.894261409238730653e+00,-2.522298042846589983e+00,-2.681451241943441310e+00,-4.052124142724334632e+00,2.627925629924261042e+00,9.096863163941789621e-01,-7.743975894721654152e-01,-8.798819561507723597e-01,-3.206111368444806708e-01,-2.682166530612383415e+00,-3.888839893023842809e+00,2.625144253128883776e+00,-1.157974537278921634e+00,4.276422186717117602e-01,-3.974259785654364330e-01,-2.620869373357433307e+00,-4.034656299315511063e+00,7.139719209439204795e-01,3.265700150360026921e+00,9.450648860684532915e-01,-1.261665337292761091e+00,2.251340215301067191e-02,2.320515782876938715e+00,2.122998037333208021e+00,-2.218334149952647216e+00,1.471158576523010186e+00,-2.717594094232082202e+00,-2.420024448067702671e+00,-2.564837868925576192e+00,-5.702984914978461717e-01,6.865633392569279181e-01,-9.288742791545835376e-01,-1.480143473117914388e+00,-8.552660047091983353e-01,1.131660470318265999e+00,-1.762814928533570913e-01,-2.884490261411828183e+00,-1.859608805761448602e+00,9.743054652091438506e-01,2.930361020536786043e+00,1.566337649213210392e+00
-2.126871563658268016e+00,3.853857435499118633e+00,-3.896572260580902558e+00,-2.087796417000268967e+00,4.961835942447578862e-01,1.303984960260661019e+00,2.994157894058155911e-01,-7.151833842526041929e-01,-2.588700910692997681e+00,2.679710770843816814e+00,-3.084827161703159959e+00,1.379773864212922474e+00,2.158946679336517072e+00,-3.629604310828863145e+00,-4.405498584426625008e+00,1.337488759387492898e+00,-1.160342009502502852e-01,-2.085596322251734858e+00,-5.307102309885520786e-01,-4.406085531152799106e-01,-3.060635656067494104e+00,9.839080254040812878e-01,-4.044294329160529888e-01,2.758111456852492260e+00,-2.870498137130764071e+00,9.357507440728103365e-01,3.013429768297932299e+00,2.379556616832686267e+00,-3.320381880561919630e+00,-3.622981283511137462e+00,5.839392604941433529e-01,-1.176967914599793774e+00,2.903953929258737965e+00,2.455212915535633478e+00,-2.447169797798146806e+00,1.124348464573063033e+00,-2.853981772036504605e+00,-9.854661411055265496e-01,-3.984291209817526269e+00,1.765524145204998285e-02,1.890339066809833435e+00,7.982701240452509950e-01,4.333091422118824920e-01,2.683870102942459979e-01,-3.076505438244762303e+00,-5.505477836010348458e-01,-1.731381629955476953e+00,-1.334050325672781756e-01
-1.767273669938363323e+00,-2.888435742783352911e+00,2.420591046658004064e+00,-5.798600645535250120e-01,-3.041954386800922450e+00,1.558678568265303266e+00,1.736127284830715212e+00,6.933941689094437200e-01,-2.521498221337750589e+00,1.606086874781109008e+00,1.386238599641958169e+00,2.431886257384059391e+00,-7.989246602085798843e-01,-2.202771045499233971e+00,1.886202927659101247e+00,1.426768804407461788e+00,-3.618866607070747587e+00,-1.372496818568597196e-03,-1.346837796163137480e+00,2.246588456632866992e-01,-3.287498442527943876e+00,-2.615822885333540793e+00,-5.630197069387988806e-01,-2.155660552381986506e+00,-3.780879036438642427e+00,-5.327501796068964332e-03,-1.297833446635272336e+00,-2.399839074103140124e+00,-6.527133624733920392e-02,2.735922472558558471e-01,-1.677883511112697956e+00,-3.034809745555896665e+00,-2.989881502680725722e-01,1.692242792202553359e+00,-1.603531944577687884e+00,-1.475528268251929731e+00,3.043376157951617866e+00,2.888949143395333596e+00,-2.199346007017005888e+00,2.964320145822389563e+00,-2.798419960288692554e+00,-1.604723370913167413e+00,1.876160714890701353e+00,7.517366756245478232e-01,2.715113128387741437e+00,-1.786261067223893662e+00,-2.528532678221647179e-01,7.495703206289322518e-01
-8.775748222117301101e-01,-2.429236228530267550e+00,-1.315988575269233518e+00,-2.638742193585146723e+00,3.531941522052209348e-01,-1.580790344595580876e+00,1.930055831408684863e+00,-2.812477026614286779e-01,-1.691323921376917117e+00,-9.137002028498788508e-01,-2.901192959661998749e+00,-2.556879069867898480e+00,-2.073802711858871106e+00,2.271846261437171499e+00,9.446779568060429400e-01,1.384793442080401338e+00,2.521561688824625502e+00,-2.288197818211054280e+00,-3.488950746710087092e+00,-8.899058892520607111e-01,-2.070157807517754467e+00,2.471243120075198085e+00,2.303691570952050682e+00,-1.544596133515623082e+00,2.611848066350648701e+00,2.640890962050450153e+00,-2.748334634774504348e+00,-2.715312796901423908e+00,1.820290945819486694e+00,5.650782898385006137e-01,-1.615665096527190980e-01,2.348000719180205476e+00,1.228888571544703101e+00,2.622524693710044374e+00,-9.133468151774709609e-01,-1.844350457233393803e-01,-2.044358259534735822e+00,-1.468755011821516021e+00,-2.477377184930579013e+00,2.217785013728650612e-01,1.030439477910090051e+00,1.596067182877374924e+00,8.884810315458298025e-01,-2.694066285133046801e+00,3.232243786046130885e-02,-2.580189036164613370e+00,-2.170422878758398788e+00,2.123691949019036240e+00
1.703291051949453294e+00,-2.349079648774600848e+00,-4.257679341995570521e-01,-1.046528361538656249e+00,1.262075953786739202e+00,6.131538259807705060e-01,2.821235637580368216e+00,6.601865340052434084e-01,-1.920673342665605299e+00,2.719784919637071585e+00,-1.892429157253808503e-01,-3.625838470253249568e+00,1.735746414349757183e+00,1.475014540764329807e+00,1.568857158215754000e+00,-1.767745157536512846e+00,2.600407334247962776e+00,-8.758378235597637229e-02,3.606569000700443617e-01,-3.280907544917271768e+00,-3.277480188870656175e+00,1.133039214070764134e+00,5.373151530020843225e-01,-8.416855203192262769e-01,1.047014697729490518e+00,1.283219635070283360e+00,5.192086761982114274e-01,-2.311915468180270494e+00,-1.983873482213768469e+00,-2.927841381206014670e+00,-1.941347655394376259e+00,-3.325557028670216297e+00,-1.249399909043642065e+00,-2.179319599380093120e+00,1.489176550718800951e-01,-2.049030647481056011e+00,-2.102443075738355205e+00,1.144703798193053457e+00,-4.921582008564595601e-01,-5.501309309276336545e-01,-4.474369695430938099e-01,-1.473204495345928233e+00,6.724921074025201895e-01,9.386148933695599716e-02,-2.881954831626400537e+00,2.681884909480352963e+00,2.997039153921204679e+00,-1.610677624376357198e+00
1.774783020373847719e+00,-2.389767786183333520e+00,1.700749578203999191e+00,1.884905859262085093e+00,-7.317732237512085680e-01,-3.604339299006836139e+00,2.739119393547975179e+00,-6.255998598105684261e-01,-3.004711990567280999e+00,-1.552580487830510059e+00,1.990287295176697668e+00,2.494233274907455389e+00,-1.506724967573614071e+00,-2.785947439208657173e+00,-1.883593986466561399e+00,7.618273377382350775e-01,1.799782709704223493e-01,-3.474166444723192804e+00,-2.247395779488670087e+00,-8.535002861528343532e-01,-2.785618893579897559e+00,2.771975946837121008e+00,-2.878615005465698928e+00,2.563901837075604817e+00,1.189010290789177748e+00,-2.260007316289811108e+00,1.306582644724073150e+00,-1.617169941164568747e-01,-3.111720329421018949e+00,2.112333968730185418e+00,3.037935204435620928e+00,-6.942004902299281355e-01,-3.855157974647487773e+00,2.138824562054478795e-01,1.157382067442803031e+00,3.081874782699387083e+00,-2.516432559389934376e+00,1.556149417621460529e+00,-1.199495805774272839e+00,-8.801761963089843599e-01,8.951340773507737714e-01,-2.763273673485258097e+00,-1.723236710833051966e+00,-2.432889785662099680e+00,9.050631523708276005e-02,-1.037251053371098131e+00,1.502984496976576302e-02,-1.735417741736519082e+00
9.715307133332411194e-02,3.095522012659318589e-02,-1.085727916387300290e-01,3.519763348919179025e-02,9.185607507429557894e-02,5.917358453116785362e-04,8.950586604327327722e-02,8.749753579625768260e-03,-4.418794359466107768e-02,-1.296271544589057412e-01,-9.607351815360988881e-03,2.172261085092502819e-02,9.792107959153192875e-02,-1.286940621276769052e-02,5.114061947397055552e-02,-1.078469017310788730e-01,-8.750059968018109036e-02,-1.234189883063361963e-02,-1.179110468238339787e-01,9.170649613275881629e-02,5.177954493991346330e-02,3.120385507068955747e-02,3.789063309189762835e-02,2.259595394484141540e-01,-5.242060982544969466e-02,-2.461286181426884656e-01,2.228243940947943758e-02,-5.657647874624000851e-03,-5.786038793519325540e-02,-1.094365051966384034e-01,-4.910288128776143374e-02,2.027425273320411850e-02,-5.621661614294388293e-02,2.697205210014657628e-01,-1.073876545009059685e-01,-8.867321685748552618e-02,-2.558754992070387257e-01,2.811681236349630048e-02,-2.254411145020690233e-01,-6.031286155013058925e-02,-3.082090273355552260e-02,-7.934999885831456323e-02,1.944118755502676210e-01,1.111766727712990982e-01,1.474839863518527250e-01,-9.865742314513351041e-02,1.261806523628679066e-01,5.545459164646625999e-02
