1.210324849175501205e+00,7.314906007594792481e-01,-2.082384340694485581e-01,3.905230801524363637e-01,9.247996423125847132e-01,-2.514265444491656343e+00,-3.056090461173854508e-02,7.048986218462408582e-01,-1.659999576712654301e+00,4.414401743948821732e-02,-1.513745851346956772e-01,-1.825767691159293937e+00,8.927684894629234202e-01,1.004404729754753367e+00,-3.402251406192129402e-01,-3.228271025067463995e-01,1.823533180262166153e+00,1.752265694354831482e-01,4.452329001304808354e-01,5.375588645030780766e-02,-1.254528573031013172e+00,9.884415087652036469e-01,8.816319542199958503e-01,-1.615316538289427450e+00,1.179821589512770608e+00,-2.073506844753967293e+00,-1.164912297343699554e-02,-8.413765505311016080e-01,1.891145741905273292e+00,-7.591634535215311397e-01,2.880311313963401232e-01,-1.166513947831475884e+00
-2.048949033044773049e+00,2.638352065242616451e+00,-5.602326555487050497e-01,-2.319894531811274252e+00,-2.685349318301536670e+00,-7.503201013941239728e-01,3.247707369376926057e+00,9.566292998444684281e-01,-9.337845840161276278e-01,-3.395003079675872115e+00,-3.983171400920543920e-02,1.399694814517727925e+00,-2.304479690371935563e-01,-2.367334675387231968e+00,1.901802474800059262e+00,2.407971002333860078e+00,1.330159571073739277e+00,8.487751979399145164e-01,-5.274255393923008572e-01,-3.502990090895721775e-01,6.455369672037956086e-01,1.370588933936786935e+00,1.770136509089191623e+00,-1.819748093496717178e+00,-7.229037806166256630e-02,5.452529918025299238e-02,-1.624968106233072973e+00,-6.965752775765503280e-02,-2.083743489614332756e+00,-3.260818392751153372e+00,-3.177030101734916734e-01,-1.600980681733984889e+00
2.234574617241574135e+00,1.480736563593428645e+00,-1.165176233720929044e+00,-2.632311853628206966e-01,6.767854092387571852e-01,4.889535610837920099e-01,-7.156467130189550496e-02,1.299226379776179385e+00,-7.684768195307560834e-01,-1.003066801268780228e+00,2.558140068326848926e+00,-1.998785444864175309e+00,-2.348863515287596737e+00,-1.676186261591517512e+00,-7.741093987818208066e-02,1.666298569443573019e+00,-1.525707324144953025e+00,-2.545236293222121304e+00,1.757767556186962121e+00,-3.387416277168800782e+00,-4.079396063148512525e-02,-2.460608880801204101e+00,9.327717759280398369e-01,6.875012988867518215e-02,-8.929645561613673843e-01,-3.180233681997713946e-01,7.999120416428219249e-01,-1.686156281578608196e+00,-3.277722668640749015e-01,-1.446980871226364762e+00,7.881764887078950010e-02,1.115243972778962256e+00
-2.129234742843971073e+00,-1.301493849062120178e+00,-5.676485805744674318e-01,2.592101164154264614e-02,-1.804914925463605213e+00,1.920983263506979677e+00,1.610809634463585382e+00,7.633953909823102402e-01,-1.777332000914306764e+00,2.297188343039380687e+00,-6.361611604106821860e-02,-1.375675545579288839e+00,1.413998486730651205e+00,-1.746202317638511747e+00,3.332205242677685475e-02,3.870364312183987021e-01,5.345110148719555143e-01,1.284528125861119863e+00,1.905071290229011227e+00,-2.758598262873824147e+00,2.259538716874767594e+00,1.673630518681959778e+00,-3.624843620403614963e+00,1.229726947394936265e-01,-3.214195974607203521e+00,-1.769107353868517585e+00,4.875799524885320868e-01,1.089224320666186463e+00,1.627660742946152928e+00,-3.223486379056757833e+00,7.259699998977295898e-01,4.508410761623196095e-01
2.762067938499448427e+00,-2.979158693028675309e+00,-1.448271289754265112e+00,2.498948174200450456e-01,-6.045069012006870635e-01,3.166626830831790751e-01,1.615855952195035750e+00,-2.307439302019718141e+00,-2.594414502831022748e-02,-1.943055836613492016e+00,-8.684705582099574439e-01,-1.524443991235200135e+00,-2.094105525827218983e+00,-1.109796484035561193e+00,1.300340907268303647e+00,-1.925714931586707673e-02,9.854630637556826417e-03,2.375929369421427406e+00,-1.676898596730931335e+00,-2.167398149060460799e+00,-1.380106474927963456e+00,1.193068358851427924e+00,2.495692717144202710e+00,2.072426367376596801e+00,-4.063439061755590442e-01,1.812864434777882172e+00,-3.203213073371339537e+00,7.722944263077032856e-01,8.435648437099967367e-01,-1.738515762428112232e+00,-2.131074082177877749e+00,3.129073176788622845e+00
-2.212591499182830768e-01,2.252399854739912222e+00,2.525457294500755290e-01,-3.283620485875656247e-01,8.482418877109040301e-01,-1.089298784831412403e+00,1.545513693479329209e+00,-3.978676131574489627e+00,-2.215713539365147255e+00,2.354651792105036723e+00,-3.550400777747001690e+00,-1.382941411558300970e+00,1.617951833522446758e+00,-1.685721921134709200e+00,6.781205044198541920e-02,-1.145243351813019395e+00,-9.708184185362661589e-01,-3.808458560328876974e+00,4.259989394272887808e-01,3.417776206800778871e-01,-3.260402100132223646e-01,2.831533365705181104e-01,1.484720087918159903e+00,6.651219684630698126e-01,-2.382821526534850687e+00,8.476502261103520119e-01,-2.483144235064492222e-01,3.216392691077155863e+00,-1.859516724497326301e+00,-6.714773160665570284e-01,-6.866594702577115683e-01,1.612988820499619447e+00
1.573762032370102482e+00,1.798635821688434819e-02,1.882674424198972574e+00,-2.787510735032203257e+00,-2.282128453067617357e+00,1.675552543006294526e+00,2.402542391190714000e-01,2.359430065995013481e-02,-1.192069377428884858e+00,-1.161356851767294751e+00,-2.035960610173162877e+00,4.163322315869396606e-01,2.329243076901041931e+00,2.756514207954524398e+00,-2.361301709945328453e-01,-7.971657595443558675e-01,8.030288117933434000e-01,-2.688763402532505231e-01,-1.544920012359816130e+00,-2.747113731905240108e+00,-1.447572332056127786e+00,-2.991684194417532638e-01,4.757767144911663748e-01,-1.631677474199547673e+00,-3.137157816800812959e+00,1.802727532209636552e+00,-1.071478617705372782e+00,-2.787446443026342813e+00,5.169201920226165203e-01,8.806294715813747231e-01,3.523802274016209490e-01,-8.389020177459722769e-03
-2.818959201977687457e+00,-2.107850256848588621e+00,-3.871177148302201498e+00,7.539158868196313423e-02,1.680073158020530366e+00,-2.160417985612271163e+00,1.946032060455061607e+00,-1.105935440996327346e+00,1.584404221475890440e+00,-7.654166510781861277e-01,-1.638627657337647370e-01,2.492446197544766928e+00,1.736412045757155687e+00,9.647847849999264813e-01,-2.002749760482360308e+00,-4.396467241135829096e-01,6.012276285069464432e-01,-1.251671106420044977e+00,3.104501681984186967e-01,-3.167997483533058656e+00,1.593643012182673679e+00,6.117515284695608235e-01,1.103480478161156242e+00,4.917785080397764630e-01,-2.582575050455290899e+00,-4.784645405219196956e-02,-1.632135692281102335e+00,-2.388202831126049031e+00,9.618679317742576673e-01,3.849681435859497736e-01,5.625784333852716923e-01,-1.020854893779536698e-01
-1.468651004139000515e-01,-4.455477014692545090e+00,7.664835418979900616e-01,2.151104340831416106e+00,2.156664449115018034e-01,-5.434900232734766190e-01,-1.727885930679199655e-01,1.444355460208306408e+00,-2.409650929045075163e+00,-4.263249514676023644e+00,-2.307130584320355116e+00,1.653377057139928386e-01,2.874096876772405551e+00,-1.589024071862753740e+00,-1.009796375074133667e+00,1.010066990551921284e+00,2.030315548340043019e+00,-8.928105928791607582e-01,1.085491667700082985e+00,5.414953473588391963e-01,-1.883755903792497577e+00,-3.549137861902716740e+00,1.360519435375439734e+00,-6.570523536248379370e-01,-1.516886546818796144e-01,-4.177367615344667467e-02,8.936353973282038510e-01,1.629396077718994862e+00,-1.862915650412916069e+00,1.051889731952595275e+00,-1.181173009230273019e+00,4.393816980461378585e-01
7.712401540069606376e-02,1.455508332779566483e-01,-7.022232395902619495e-02,-5.378046679495826488e-02,2.575857175259063103e-01,-1.185133718415372905e-01,-1.519963861187373193e-02,1.271083184905994479e-01,1.092598354546947016e-02,6.517620278310036486e-02,-4.465975914890457643e-02,4.137350603505451224e-02,-1.460741427454478325e-01,1.853846457602096598e-01,-1.321114187019174248e-02,-7.604623504753382779e-02,7.450389352395894726e-02,-5.151003815900277033e-02,-1.491746320805757975e-01,-1.505675944726150295e-01,7.756619651897386780e-02,-1.784085275492054007e-02,-1.494828880581871092e-02,1.204954206246133808e-01,-1.259829553590628148e-01,-8.169225625262699353e-02,-4.303087082482397879e-02,1.054882837490602084e-02,-4.714911589777786953e-03,-3.207496320289468517e-02,-6.890041214730154191e-03,-1.199709460657315610e-02
